id,adult,overview,popularity,release_date,title,vote_average,vote_count,character,actor_name,crew_id,name_genres,keyword_name,tags
87,FALSE,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees â€“ and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",15.802306,5/23/1984,Indiana Jones and the Temple of Doom,7.1,2841,Indiana Jones,Harrison Ford,488,"Action, Adventure","archaeologist, archeologyÂ , belching, child driving a car, conveyor belt, cult film, eating brains, heart, indiana jones, mine car, monkey, riddle, rope bridge, skeleton, splits, thuggee, torture, treasure, treasure hunt, violence","Action, Adventure, archaeologist, archeology, belching, child driving a car, conveyor belt, cult film, eating brains, heart, indiana jones, mine car, monkey, riddle, rope bridge, skeleton, splits, thuggee, torture, treasure, treasure hunt, violence"
88,FALSE,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer â€“ and unexpectedly falling in love.",14.044122,8/21/1987,Dirty Dancing,7.1,1371,Baby (Frances) Houseman,Jennifer Grey,716,"Drama, Music, Romance","abortion, catskill resort, class differences, dance performance, dancing, dancing master, daughter, doctor, family holiday, hotel, mambo, robbery, secret love, sensuality, sex, sister sister relationship, summer camp, summer romance, teenage crush, unwanted pregnancy, youth","Drama, Music, Romance, abortion, catskill resort, class differences, dance performance, dancing, dancing master, daughter, doctor, family holiday, hotel, mambo, robbery, secret love, sensuality, sex, sister sister relationship, summer camp, summer romance, teenage crush, unwanted pregnancy, youth"
89,FALSE,"When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life.",14.788987,5/24/1989,Indiana Jones and the Last Crusade,7.6,3221,Indiana Jones,Harrison Ford,488,"Action, Adventure","archaeologist, archeologyÂ , crusader, entrapment, escape, father son relationship, holy grail, indiana jones, library, nazis, order of the templars, panzer, riddle, saving the world, treasure, treasure hunt, venice, whip","Action, Adventure, archaeologist, archeology, crusader, entrapment, escape, father son relationship, holy grail, indiana jones, library, nazis, order of the templars, panzer, riddle, saving the world, treasure, treasure hunt, venice, whip"
90,FALSE,"Tough-talking Detroit cop Axel Foley heads to the rarified world of Beverly Hills in his beat-up Chevy Nova to investigate a friend's murder. But soon, he realizes he's stumbled onto something much more complicated. Bungling rookie detective Billy Rosewood joins the fish-out-of-water Axel and shows him the West Los Angeles ropes.",8.503483,11/29/1984,Beverly Hills Cop,6.8,985,Det. Axel Foley,Eddie Murphy,769,"Action, Comedy, Crime","art gallery, bar fight, beverly hills, buddy comedy, california, car chase, country club, damsel in distress, detroit michigan, foot chase, gunfight, investigation, los angeles, mansion, maverick cop, police, showdown, smuggling, strip club, swimming pool, undercover, warehouse, weapon","Action, Comedy, Crime, art gallery, bar fight, beverly hills, buddy comedy, california, car chase, country club, damsel in distress, detroit michigan, foot chase, gunfight, investigation, los angeles, mansion, maverick cop, police, showdown, smuggling, strip club, swimming pool, undercover, warehouse, weapon"
93,FALSE,"The film pits a humble small-town lawyer against a hard-headed big city prosecutor. Emotions flare as a jealous army lieutenant pleads innocent to murdering the rapist of his seductive, beautiful wife.",9.473772,7/1/1959,Anatomy of a Murder,7.7,207,Paul Biegler,James Stewart,834,"Crime, Drama, Mystery, Thriller","adultery, court case, hays code, jazz, jealousy, judge, jurors, lawyer, michigan, rape","Crime, Drama, Mystery, Thriller, adultery, court case, hays code, jazz, jealousy, judge, jurors, lawyer, michigan, rape"
95,FALSE,"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.",13.235112,7/1/1998,Armageddon,6.5,2540,Harry S. Stamper,Bruce Willis,865,"Action, Adventure, Science Fiction, Thriller","asteroid, astronaut, cataclysm, daughter, disaster movie, duringcreditsstinger, eiffel tower paris, loss of father, moon, nasa, paris, saving the world, self sacrifice, space, space centre, space marine, wedding","Action, Adventure, Science Fiction, Thriller, asteroid, astronaut, cataclysm, daughter, disaster movie, duringcreditsstinger, eiffel tower paris, loss of father, moon, nasa, paris, saving the world, self sacrifice, space, space centre, space marine, wedding"
96,FALSE,"Detroit cop, Axel Foley heads for the land of sunshine and palm trees to find out who shot police Captain Andrew Bogomil. Thanks to a couple of old friends, Axel's investigation uncovers a series of robberies masterminded by a heartless weapons kingpin â€“ and the chase is on.",9.200336,5/18/1987,Beverly Hills Cop II,6.1,627,Det. Axel Foley,Eddie Murphy,893,"Action, Comedy, Crime","armored car, beverly hills, buddy cop, car chase, cement truck, detective, detroit, explosion, gunfight, horse track, intensive care, investigation, los angeles, oil field, playboy mansion, police, sequel, shooting range, shootout, smuggling of arms, strip club, swimming pool, undercover, violence","Action, Comedy, Crime, armored car, beverly hills, buddy cop, car chase, cement truck, detective, detroit, explosion, gunfight, horse track, intensive care, investigation, los angeles, oil field, playboy mansion, police, sequel, shooting range, shootout, smuggling of arms, strip club, swimming pool, undercover, violence"
98,FALSE,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.",23.186667,5/1/2000,Gladiator,7.9,5566,Maximus,Russell Crowe,578,"Action, Adventure, Drama","2nd century, ancient world, arena, barbarian horde, battlefield, blood, chariot, combat, dream sequence, emperor, father daughter relationship, gladiator, mother son relationship, philosopher, roman empire, rome, senate, slavery, successor","2nd century, Action, Adventure, Drama, ancient world, arena, barbarian horde, battlefield, blood, chariot, combat, dream sequence, emperor, father daughter relationship, gladiator, mother son relationship, philosopher, roman empire, rome, senate, slavery, successor"
99,FALSE,"A single mother in Madrid sees her only son die on his birthday as he runs to seek an actress' autograph. Beside herself with grief, she returns to Barcelona to tell the boy's father about the death of the son he never knew he had.",10.000915,4/19/1999,All About My Mother,7.4,337,Manuela,Cecilia Roth,309,"Comedy, Drama","actress, autograph, barcelona spain, birthday, drug abuse, friend, madrid, transplantation, transsexuality, transvestism","Comedy, Drama, actress, autograph, barcelona spain, birthday, drug abuse, friend, madrid, transplantation, transsexuality, transvestism"
100,FALSE,A card sharp and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.,4.60786,3/5/1998,"Lock, Stock and Two Smoking Barrels",7.5,1671,Tom,Jason Flemyng,956,"Comedy, Crime","alcohol, ambush, anger, antique, cardsharp, carjacking, cockney accent, cocktail, hatchet, high stakes, joint, machismo, marijuana, piano, pot smoking, rifle, shotgun, strip show, tea","Comedy, Crime, alcohol, ambush, anger, antique, cardsharp, carjacking, cockney accent, cocktail, hatchet, high stakes, joint, machismo, marijuana, piano, pot smoking, rifle, shotgun, strip show, tea"
101,FALSE,"Leon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Leon's footsteps.",20.477329,9/14/1994,Leon: The Professional,8.2,4293,LÃ©on Montana,Jean Reno,59,"Crime, Drama, Thriller","assassin, complex characters, complex relationship, corruption, cult film, hitman, immigrant, loneliness, loss of family, murder, neighbor, neo-noir, new york, police brutality, revenge, s.w.a.t., tragic love, training","Crime, Drama, Thriller, assassin, complex characters, complex relationship, corruption, cult film, hitman, immigrant, loneliness, loss of family, murder, neighbor, neo-noir, new york, police brutality, revenge, s.w.a.t., tragic love, training"
102,FALSE,"Cecilie and Joachim are about to get married when a freak car accident leaves Joachim disabled, throwing their lives into a spin. The driver of the other car, Marie, and her family donâ€™t get off lightly, either. Her husband Niels works in the hospital where he meets Cecilie and falls madly in love with her.",6.818513,9/6/2002,Open Hearts,6.8,27,Cecilie,Sonja Richter,1011,"Drama, Romance","broken engagement, car crash, chance, denmark, desperation, disabled, divorce, dogme 95, extramarital affair, hospital, individual, paraplegic, relationship, secret love, sense of guilt, wedding vows, woman director","Drama, Romance, broken engagement, car crash, chance, denmark, desperation, disabled, divorce, dogme 95, extramarital affair, hospital, individual, paraplegic, relationship, secret love, sense of guilt, wedding vows, woman director"
103,FALSE,"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.",14.092713,2/7/1976,Taxi Driver,8.1,2632,Travis Bickle,Robert De Niro,1032,"Crime, Drama","alienation, drug dealer, illegal prostitution, loner, misanthrope, night shift, obsession, shot to death, taxi, vietnam veteran, vigilante","Crime, Drama, alienation, drug dealer, illegal prostitution, loner, misanthrope, night shift, obsession, shot to death, taxi, vietnam veteran, vigilante"
